DrugBank ID,Name,Type,UniProt ID,UniProt Name,SMILES
DB00475,Chlordiazepoxide,SmallMoleculeDrug,P14867,Gamma-aminobutyric acid receptor subunit alpha-1,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1
DB00475,Chlordiazepoxide,SmallMoleculeDrug,P47869,Gamma-aminobutyric acid receptor subunit alpha-2,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1
DB00475,Chlordiazepoxide,SmallMoleculeDrug,P34903,Gamma-aminobutyric acid receptor subunit alpha-3,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1
DB00475,Chlordiazepoxide,SmallMoleculeDrug,P31644,Gamma-aminobutyric acid receptor subunit alpha-5,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1
DB00475,Chlordiazepoxide,SmallMoleculeDrug,Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1
DB00475,Chlordiazepoxide,SmallMoleculeDrug,P18507,Gamma-aminobutyric acid receptor subunit gamma-2,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1
DB00475,Chlordiazepoxide,SmallMoleculeDrug,Q99928,Gamma-aminobutyric acid receptor subunit gamma-3,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1
DB00476,Duloxetine,SmallMoleculeDrug,P31645,Sodium-dependent serotonin transporter,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1
DB00476,Duloxetine,SmallMoleculeDrug,P23975,Sodium-dependent noradrenaline transporter,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1
DB00476,Duloxetine,SmallMoleculeDrug,Q01959,Sodium-dependent dopamine transporter,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1
DB00477,Chlorpromazine,SmallMoleculeDrug,P14416,D(2) dopamine receptor,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
DB00477,Chlorpromazine,SmallMoleculeDrug,P21728,D(1A) dopamine receptor,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
DB00477,Chlorpromazine,SmallMoleculeDrug,P08908,5-hydroxytryptamine receptor 1A,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
DB00477,Chlorpromazine,SmallMoleculeDrug,P28223,5-hydroxytryptamine receptor 2A,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
DB00477,Chlorpromazine,SmallMoleculeDrug,P35348,Alpha-1A adrenergic receptor,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
DB00477,Chlorpromazine,SmallMoleculeDrug,P35368,Alpha-1B adrenergic receptor,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
DB00477,Chlorpromazine,SmallMoleculeDrug,P35367,Histamine H1 receptor,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
DB00477,Chlorpromazine,SmallMoleculeDrug,Q12809,Potassium voltage-gated channel subfamily H member 2,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
DB00477,Chlorpromazine,SmallMoleculeDrug,P21728,D(1A) dopamine receptor,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
DB00477,Chlorpromazine,SmallMoleculeDrug,P21918,D(1B) dopamine receptor,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
DB00477,Chlorpromazine,SmallMoleculeDrug,P35462,D(3) dopamine receptor,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
DB00477,Chlorpromazine,SmallMoleculeDrug,P21917,D(4) dopamine receptor,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
DB00477,Chlorpromazine,SmallMoleculeDrug,P21918,D(1B) dopamine receptor,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
DB00477,Chlorpromazine,SmallMoleculeDrug,P28335,5-hydroxytryptamine receptor 2C,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
DB00477,Chlorpromazine,SmallMoleculeDrug,P28223,5-hydroxytryptamine receptor 2A,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
DB00477,Chlorpromazine,SmallMoleculeDrug,P41595,5-hydroxytryptamine receptor 2B,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
DB00477,Chlorpromazine,SmallMoleculeDrug,P28335,5-hydroxytryptamine receptor 2C,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
DB00477,Chlorpromazine,SmallMoleculeDrug,P35348,Alpha-1A adrenergic receptor,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
DB00477,Chlorpromazine,SmallMoleculeDrug,P35368,Alpha-1B adrenergic receptor,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
DB00477,Chlorpromazine,SmallMoleculeDrug,P25100,Alpha-1D adrenergic receptor,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
DB00477,Chlorpromazine,SmallMoleculeDrug,P08913,Alpha-2A adrenergic receptor,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
DB00477,Chlorpromazine,SmallMoleculeDrug,P18089,Alpha-2B adrenergic receptor,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
DB00477,Chlorpromazine,SmallMoleculeDrug,P18825,Alpha-2C adrenergic receptor,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
DB00477,Chlorpromazine,SmallMoleculeDrug,P11229,Muscarinic acetylcholine receptor M1,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
DB00477,Chlorpromazine,SmallMoleculeDrug,P20309,Muscarinic acetylcholine receptor M3,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
DB00477,Chlorpromazine,SmallMoleculeDrug,P17405,Sphingomyelin phosphodiesterase,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
DB00477,Chlorpromazine,SmallMoleculeDrug,P0DP23,Calmodulin,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
DB00477,Chlorpromazine,SmallMoleculeDrug,P02763,Alpha-1-acid glycoprotein 1,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
DB00477,Chlorpromazine,SmallMoleculeDrug,P19652,Alpha-1-acid glycoprotein 2,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
DB00477,Chlorpromazine,SmallMoleculeDrug,P50406,5-hydroxytryptamine receptor 6,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
DB00477,Chlorpromazine,SmallMoleculeDrug,P34969,5-hydroxytryptamine receptor 7,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
DB00477,Chlorpromazine,SmallMoleculeDrug,Q9H3N8,Histamine H4 receptor,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
DB00478,Rimantadine,SmallMoleculeDrug,P21430,Matrix protein 2,CC(N)C12CC3CC(CC(C3)C1)C2
DB00479,Amikacin,SmallMoleculeDrug,P0A7S3,30S ribosomal protein S12,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O
DB00480,Lenalidomide,SmallMoleculeDrug,Q96SW2,Protein cereblon,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O
DB00480,Lenalidomide,SmallMoleculeDrug,O14788,Tumor necrosis factor ligand superfamily member 11,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O
DB00480,Lenalidomide,SmallMoleculeDrug,P33151,Cadherin-5,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O
DB00480,Lenalidomide,SmallMoleculeDrug,P35354,Prostaglandin G/H synthase 2,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O
DB00481,Raloxifene,SmallMoleculeDrug,P03372,Estrogen receptor,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
DB00481,Raloxifene,SmallMoleculeDrug,Q92731,Estrogen receptor beta,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
DB00481,Raloxifene,SmallMoleculeDrug,P50453,Serpin B9,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
DB00481,Raloxifene,SmallMoleculeDrug,P04155,Trefoil factor 1,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
DB00482,Celecoxib,SmallMoleculeDrug,P35354,Prostaglandin G/H synthase 2,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1
DB00482,Celecoxib,SmallMoleculeDrug,O15530,3-phosphoinositide-dependent protein kinase 1,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1
DB00482,Celecoxib,SmallMoleculeDrug,P00918,Carbonic anhydrase 2,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1
DB00482,Celecoxib,SmallMoleculeDrug,P07451,Carbonic anhydrase 3,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1
DB00482,Celecoxib,SmallMoleculeDrug,H3BUU9,Cadherin-11,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1
DB00483,Gallamine triethiodide,SmallMoleculeDrug,P08172,Muscarinic acetylcholine receptor M2,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC.[I-].[I-].[I-]
DB00483,Gallamine triethiodide,SmallMoleculeDrug,P22303,Acetylcholinesterase,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC.[I-].[I-].[I-]
DB00483,Gallamine triethiodide,SmallMoleculeDrug,Q15822,Neuronal acetylcholine receptor subunit alpha-2,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC.[I-].[I-].[I-]
DB00483,Gallamine triethiodide,SmallMoleculeDrug,P11229,Muscarinic acetylcholine receptor M1,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC.[I-].[I-].[I-]
DB00483,Gallamine triethiodide,SmallMoleculeDrug,P08912,Muscarinic acetylcholine receptor M5,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC.[I-].[I-].[I-]
DB00484,Brimonidine,SmallMoleculeDrug,P08913,Alpha-2A adrenergic receptor,Brc1c(NC2=NCCN2)ccc2nccnc12
DB00484,Brimonidine,SmallMoleculeDrug,P18825,Alpha-2C adrenergic receptor,Brc1c(NC2=NCCN2)ccc2nccnc12
DB00484,Brimonidine,SmallMoleculeDrug,P18089,Alpha-2B adrenergic receptor,Brc1c(NC2=NCCN2)ccc2nccnc12
DB00485,Dicloxacillin,SmallMoleculeDrug,A0A0E1R3H3,Penicillin-binding protein 3,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12
DB00485,Dicloxacillin,SmallMoleculeDrug,Q7CRA4,Penicillin-binding protein 1b,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12
DB00485,Dicloxacillin,SmallMoleculeDrug,Q8DNB6,Penicillin-binding protein 2a,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12
DB00485,Dicloxacillin,SmallMoleculeDrug,Q75Y35,Penicillin-binding protein 3,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12
DB00485,Dicloxacillin,SmallMoleculeDrug,Q8DR59,Penicillin-binding protein 1A,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12
DB00485,Dicloxacillin,SmallMoleculeDrug,P0A3M6,Penicillin-binding protein 2B,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12
DB00486,Nabilone,SmallMoleculeDrug,P21554,Cannabinoid receptor 1,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(=O)C[C@@H]21
DB00486,Nabilone,SmallMoleculeDrug,P34972,Cannabinoid receptor 2,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(=O)C[C@@H]21
DB00487,Pefloxacin,SmallMoleculeDrug,P43702,DNA topoisomerase 4 subunit A,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21
DB00487,Pefloxacin,SmallMoleculeDrug,P43700,DNA gyrase subunit A,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21
DB00487,Pefloxacin,SmallMoleculeDrug,P11388,DNA topoisomerase 2-alpha,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21
DB00487,Pefloxacin,SmallMoleculeDrug,Q06AK7,DNA topoisomerase 1,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21
DB00489,Sotalol,SmallMoleculeDrug,Q12809,Potassium voltage-gated channel subfamily H member 2,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1
DB00489,Sotalol,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1
DB00489,Sotalol,SmallMoleculeDrug,P07550,Beta-2 adrenergic receptor,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1
DB00490,Buspirone,SmallMoleculeDrug,P08908,5-hydroxytryptamine receptor 1A,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1
DB00490,Buspirone,SmallMoleculeDrug,P14416,D(2) dopamine receptor,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1
DB00490,Buspirone,SmallMoleculeDrug,P35462,D(3) dopamine receptor,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1
DB00490,Buspirone,SmallMoleculeDrug,P21917,D(4) dopamine receptor,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1
DB00490,Buspirone,SmallMoleculeDrug,P35348,Alpha-1A adrenergic receptor,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1
DB00490,Buspirone,SmallMoleculeDrug,P35368,Alpha-1B adrenergic receptor,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1
DB00490,Buspirone,SmallMoleculeDrug,P25100,Alpha-1D adrenergic receptor,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1
DB00491,Miglitol,SmallMoleculeDrug,O43451,"Maltase-glucoamylase, intestinal",OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
DB00491,Miglitol,SmallMoleculeDrug,P10253,Lysosomal alpha-glucosidase,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
DB00491,Miglitol,SmallMoleculeDrug,Q14697,Neutral alpha-glucosidase AB,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
DB00491,Miglitol,SmallMoleculeDrug,Q8TET4,Neutral alpha-glucosidase C,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
DB00492,Fosinopril,SmallMoleculeDrug,P12821,Angiotensin-converting enzyme,CCC(=O)O[C@@H](O[P@@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C
DB00493,Cefotaxime,SmallMoleculeDrug,Q7CRA4,Penicillin-binding protein 1b,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1
DB00493,Cefotaxime,SmallMoleculeDrug,Q8DNB6,Penicillin-binding protein 2a,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1
DB00493,Cefotaxime,SmallMoleculeDrug,P42971,Penicillin-binding protein 3,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1
DB00493,Cefotaxime,SmallMoleculeDrug,Q8DR59,Penicillin-binding protein 1A,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1
DB00493,Cefotaxime,SmallMoleculeDrug,P0A3M6,Penicillin-binding protein 2B,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1
DB00493,Cefotaxime,SmallMoleculeDrug,Q4U2R8,Solute carrier family 22 member 6,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1
DB00493,Cefotaxime,SmallMoleculeDrug,Q8TCC7,Solute carrier family 22 member 8,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1
DB00493,Cefotaxime,SmallMoleculeDrug,Q9NSA0,Solute carrier family 22 member 11,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1
DB00493,Cefotaxime,SmallMoleculeDrug,Q9Y694,Solute carrier family 22 member 7,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1
DB00493,Cefotaxime,SmallMoleculeDrug,P46059,Solute carrier family 15 member 1,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1
DB00493,Cefotaxime,SmallMoleculeDrug,P02768,Serum albumin,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1
DB00493,Cefotaxime,SmallMoleculeDrug,B2ZTR6,Beta-lactamase,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1
DB00493,Cefotaxime,SmallMoleculeDrug,Q16348,Solute carrier family 15 member 2,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1
DB00494,Entacapone,SmallMoleculeDrug,P21964,Catechol O-methyltransferase,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1
DB00495,Zidovudine,SmallMoleculeDrug,Q72547,Reverse transcriptase/RNaseH,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O
DB00495,Zidovudine,SmallMoleculeDrug,O14746,Telomerase reverse transcriptase,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O
DB00496,Darifenacin,SmallMoleculeDrug,P20309,Muscarinic acetylcholine receptor M3,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1
DB00496,Darifenacin,SmallMoleculeDrug,P11229,Muscarinic acetylcholine receptor M1,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1
DB00496,Darifenacin,SmallMoleculeDrug,P08172,Muscarinic acetylcholine receptor M2,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1
DB00496,Darifenacin,SmallMoleculeDrug,P08173,Muscarinic acetylcholine receptor M4,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1
DB00496,Darifenacin,SmallMoleculeDrug,P08912,Muscarinic acetylcholine receptor M5,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1
DB00497,Oxycodone,SmallMoleculeDrug,P41143,Delta-type opioid receptor,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314
DB00497,Oxycodone,SmallMoleculeDrug,P41145,Kappa-type opioid receptor,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314
DB00497,Oxycodone,SmallMoleculeDrug,P35372,Mu-type opioid receptor,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314
DB00498,Phenindione,SmallMoleculeDrug,Q9BQB6,Vitamin K epoxide reductase complex subunit 1,O=C1c2ccccc2C(=O)C1c1ccccc1
DB00499,Flutamide,SmallMoleculeDrug,P10275,Androgen receptor,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1
DB00499,Flutamide,SmallMoleculeDrug,P35869,Aryl hydrocarbon receptor,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1
DB00499,Flutamide,SmallMoleculeDrug,O75469,Nuclear receptor subfamily 1 group I member 2,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1
DB00500,Tolmetin,SmallMoleculeDrug,P35354,Prostaglandin G/H synthase 2,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1
DB00500,Tolmetin,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1
DB00501,Cimetidine,SmallMoleculeDrug,P25021,Histamine H2 receptor,CN/C(=N/C#N)NCCSCc1nc[nH]c1C
DB00502,Haloperidol,SmallMoleculeDrug,P21728,D(1A) dopamine receptor,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
DB00502,Haloperidol,SmallMoleculeDrug,Q13224,"Glutamate receptor ionotropic, NMDA 2B",O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
DB00502,Haloperidol,SmallMoleculeDrug,P14416,D(2) dopamine receptor,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
DB00502,Haloperidol,SmallMoleculeDrug,P28223,5-hydroxytryptamine receptor 2A,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
DB00502,Haloperidol,SmallMoleculeDrug,P35462,D(3) dopamine receptor,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
DB00502,Haloperidol,SmallMoleculeDrug,Q99705,Melanin-concentrating hormone receptor 1,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
DB00502,Haloperidol,SmallMoleculeDrug,Q05940,Synaptic vesicular amine transporter,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
DB00502,Haloperidol,SmallMoleculeDrug,P28335,5-hydroxytryptamine receptor 2C,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
DB00502,Haloperidol,SmallMoleculeDrug,Q99720,Sigma non-opioid intracellular receptor 1,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
DB00502,Haloperidol,SmallMoleculeDrug,P35367,Histamine H1 receptor,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
DB00502,Haloperidol,SmallMoleculeDrug,P20309,Muscarinic acetylcholine receptor M3,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
DB00502,Haloperidol,SmallMoleculeDrug,P35348,Alpha-1A adrenergic receptor,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
DB00502,Haloperidol,SmallMoleculeDrug,P08913,Alpha-2A adrenergic receptor,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
DB00502,Haloperidol,SmallMoleculeDrug,P18089,Alpha-2B adrenergic receptor,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
DB00502,Haloperidol,SmallMoleculeDrug,P18825,Alpha-2C adrenergic receptor,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
DB00502,Haloperidol,SmallMoleculeDrug,P08908,5-hydroxytryptamine receptor 1A,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
DB00502,Haloperidol,SmallMoleculeDrug,P50406,5-hydroxytryptamine receptor 6,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
DB00502,Haloperidol,SmallMoleculeDrug,P34969,5-hydroxytryptamine receptor 7,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
DB00503,Ritonavir,SmallMoleculeDrug,Q72874,Pol polyprotein,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1
DB00503,Ritonavir,SmallMoleculeDrug,O75469,Nuclear receptor subfamily 1 group I member 2,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1
DB00504,Levallorphan,SmallMoleculeDrug,P35372,Mu-type opioid receptor,C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13
DB00505,Tridihexethyl,SmallMoleculeDrug,P20309,Muscarinic acetylcholine receptor M3,CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1
DB00505,Tridihexethyl,SmallMoleculeDrug,P11229,Muscarinic acetylcholine receptor M1,CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1
DB00505,Tridihexethyl,SmallMoleculeDrug,P08172,Muscarinic acetylcholine receptor M2,CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1
DB00507,Nitazoxanide,SmallMoleculeDrug,P94692,Pyruvate synthase,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1
DB00508,Triflupromazine,SmallMoleculeDrug,P14416,D(2) dopamine receptor,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21
DB00508,Triflupromazine,SmallMoleculeDrug,P21728,D(1A) dopamine receptor,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21
DB00508,Triflupromazine,SmallMoleculeDrug,P41595,5-hydroxytryptamine receptor 2B,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21
DB00508,Triflupromazine,SmallMoleculeDrug,P11229,Muscarinic acetylcholine receptor M1,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21
